#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
20000,40.00000000000292,-506913.4104065811,84601.27445354429,-422312.13595303684,302.077975244739,332.69364277754414,1.0354275157641772,0
40000,79.99999999999496,-505956.2180237686,83979.64527402003,-421976.5727497486,299.8583812124192,332.69364277754414,1.0354275157641772,222
60000,119.99999999990173,-506872.3532776749,84269.29774589906,-422603.0555317758,300.89261660420283,332.69364277754414,1.0354275157641772,216
80000,160.00000000003587,-506626.1599182999,84519.37490855367,-422106.7850097462,301.78554408594107,332.69364277754414,1.0354275157641772,219
100000,200.00000000022686,-506357.3195862686,84807.03858245863,-421550.28100381,302.81267826005313,332.69364277754414,1.0354275157641772,219
120000,240.00000000041786,-506916.9279847061,84198.97705372993,-422717.9509309762,300.64152898826,332.69364277754414,1.0354275157641772,219
140000,280.00000000060885,-507063.9558167374,84192.29114504764,-422871.66467168974,300.61765623019033,332.69364277754414,1.0354275157641772,220
160000,320.00000000079984,-506277.1838440811,83465.59981439705,-422811.5840296841,298.0229264556244,332.69364277754414,1.0354275157641772,219
180000,360.00000000099084,-508502.6203675186,84279.71219389891,-424222.9081736197,300.9298025140535,332.69364277754414,1.0354275157641772,219
200000,400.00000000118183,-506053.0114807999,83954.2275027579,-422098.78397804196,299.7676243186526,332.69364277754414,1.0354275157641772,220
220000,440.0000000013728,-506659.6164612686,83876.19007380866,-422783.42638746,299.48898326173526,332.69364277754414,1.0354275157641772,218
240000,480.0000000015638,-506634.1423401749,83598.43098254804,-423035.71135762683,298.4972144682297,332.69364277754414,1.0354275157641772,219
260000,520.0000000015274,-506931.9768128311,83831.2064827752,-423100.7703300559,299.32836449817177,332.69364277754414,1.0354275157641772,218
280000,560.0000000005815,-505590.0593323624,83913.98930829274,-421676.07002406963,299.6239495053587,332.69364277754414,1.0354275157641772,218
300000,599.9999999996356,-507947.6994690811,83565.37507495991,-424382.3243941212,298.37918478488746,332.69364277754414,1.0354275157641772,218
320000,639.9999999986898,-505935.0940003311,83940.82891376154,-421994.2650865696,299.7197832115144,332.69364277754414,1.0354275157641772,218
340000,679.9999999977439,-506948.4162659561,84063.07759507204,-422885.3386708841,300.15628531346437,332.69364277754414,1.0354275157641772,219
360000,719.999999996798,-506911.7487854874,82756.19551926816,-424155.5532662192,295.4899219059101,332.69364277754414,1.0354275157641772,221
380000,759.9999999958521,-506101.1164612686,83989.66687001381,-422111.4495912548,299.89416440181054,332.69364277754414,1.0354275157641772,221
400000,799.9999999949063,-506835.1325745499,83878.07459682022,-422957.05797772965,299.49571215440636,332.69364277754414,1.0354275157641772,222
420000,839.9999999939604,-507751.4523987686,84709.81452443509,-423041.63787433354,302.46552927462085,332.69364277754414,1.0354275157641772,224
440000,879.9999999930145,-506886.4895081436,83771.17208531541,-423115.31742282823,299.11400520693377,332.69364277754414,1.0354275157641772,225
460000,919.9999999920686,-506758.9709534561,84782.41258713591,-421976.5583663202,302.72474848767655,332.69364277754414,1.0354275157641772,225
480000,959.9999999911228,-506866.6662659561,84009.08169623138,-422857.58456972474,299.9634871328381,332.69364277754414,1.0354275157641772,226
500000,999.9999999901769,-506471.7736878311,83799.61654268089,-422672.15714515024,299.2155692098805,332.69364277754414,1.0354275157641772,227
520000,1039.9999999892311,-506833.7258362686,84499.36403891316,-422334.36179735546,301.7140931175847,332.69364277754414,1.0354275157641772,228
540000,1079.9999999882853,-507277.4201722061,83557.3468663079,-423720.07330589823,298.3505191999999,332.69364277754414,1.0354275157641772,228
560000,1119.9999999873394,-507941.0168518936,83627.31664443528,-424313.70020745834,298.60035383950816,332.69364277754414,1.0354275157641772,229
580000,1159.9999999863935,-507831.1272034561,83715.3056006704,-424115.8216027857,298.914527897938,332.69364277754414,1.0354275157641772,229
600000,1199.9999999854476,-506079.7951722061,83922.74248009617,-422157.05269210995,299.6552036493705,332.69364277754414,1.0354275157641772,230
620000,1239.9999999845018,-507351.8815979874,84347.75069182209,-423004.1309061653,301.17274130929127,332.69364277754414,1.0354275157641772,231
640000,1279.9999999835559,-506669.0803284561,83815.66637088249,-422853.41395757365,299.2728768525547,332.69364277754414,1.0354275157641772,231
660000,1319.99999998261,-507520.6106018936,84099.62159949366,-423420.98900239996,300.28676962276495,332.69364277754414,1.0354275157641772,232
680000,1359.9999999816641,-507180.0324768936,84150.72254975949,-423029.30992713413,300.46923107726536,332.69364277754414,1.0354275157641772,232
700000,1399.9999999807183,-507498.2717347061,84230.02110495989,-423268.25062974624,300.75237512148334,332.69364277754414,1.0354275157641772,232
720000,1439.9999999797724,-507884.7854065811,84221.27927776676,-423663.50612881436,300.72116148462624,332.69364277754414,1.0354275157641772,233
740000,1479.9999999788265,-506757.8542542374,85194.6047797309,-421563.2494745065,304.19652516899777,332.69364277754414,1.0354275157641772,233
760000,1519.9999999778806,-506658.6701722061,83576.7821486392,-423081.8880235669,298.4199149717879,332.69364277754414,1.0354275157641772,233
780000,1559.9999999769348,-506206.3317932999,83775.48534378948,-422430.8464495104,299.12940616152895,332.69364277754414,1.0354275157641772,234
800000,1599.9999999759889,-506815.2731995499,83877.28325193378,-422937.9899476161,299.49288657213754,332.69364277754414,1.0354275157641772,234
820000,1639.999999975043,-507866.5803284561,84250.91552549013,-423615.664802966,300.8269809035883,332.69364277754414,1.0354275157641772,234
840000,1679.9999999740971,-506639.5773987686,83852.55831405369,-422787.01908471494,299.4046035146882,332.69364277754414,1.0354275157641772,235
860000,1719.9999999731513,-507492.6779847061,83818.00697381055,-423674.6710108956,299.2812342277589,332.69364277754414,1.0354275157641772,235
880000,1759.9999999722054,-505888.5085511124,85184.79059048259,-420703.7179606298,304.16148254776124,332.69364277754414,1.0354275157641772,235
900000,1799.9999999712595,-506584.3127503311,84270.5163230112,-422313.79642731993,300.89696766521325,332.69364277754414,1.0354275157641772,235
920000,1839.9999999703136,-506875.7585511124,84618.02747788891,-422257.73107322346,302.1377937250862,332.69364277754414,1.0354275157641772,236
940000,1879.9999999693678,-507393.5695862686,83776.15815336513,-423617.4114329035,299.1318085006858,332.69364277754414,1.0354275157641772,236
960000,1919.999999968422,-506724.0197815811,84126.3973239792,-422597.62245760194,300.38237523498,332.69364277754414,1.0354275157641772,236
980000,1959.999999967476,-506793.3513245499,85230.1073872193,-421563.24393733055,304.3232910582267,332.69364277754414,1.0354275157641772,236
1000000,1999.9999999665301,-507420.0246643936,84999.64103574352,-422420.3836286501,303.5003860929584,332.69364277754414,1.0354275157641772,237
